학원명,도로명주소,분야명,정원합계,Latitude,Longitude
위드피아레트압구정학원,서울특별시 강남구 논현로167길 19,종합(대),380,37.5244905,127.026487
잉크(ink)미술학원,서울특별시 강남구 역삼로 423,예능(대),255,37.50156339999999,127.0532216
열정영어교습소,서울특별시 강남구 삼성로63길 10,입시.검정 및 보습,18,37.5000203,127.0593033
지필드(G-FIELD)영재교육학원,서울특별시 강남구 역삼로 460-2,입시.검정 및 보습,100,37.502404,127.0576734
수학의미래학원,서울특별시 강남구 역삼로78길 18,입시.검정 및 보습,704,37.501327,127.0571143
열정컨설팅진학상담지도교습소,서울특별시 강남구 삼성로63길 10,입시.검정 및 보습,9,37.5000203,127.0593033
시리우스감마학원,서울특별시 강남구 역삼로 505,입시.검정 및 보습,320,37.50346529999999,127.0591428
우명희과학교습소,서울특별시 강남구 남부순환로 2921,입시.검정 및 보습,9,37.4936059,127.0597001
만하임바이올린음악교습소,서울특별시 강남구 선릉로 305,예능(대),63,37.4966422,127.0524101
수학이랑노는토끼(BPM)학원,서울특별시 강남구 삼성로 150,입시.검정 및 보습,24,37.4933928,127.0673501
채선생국어교습소,서울특별시 강남구 압구정로 224,입시.검정 및 보습,2,37.5285363,127.0321595
일리노이클라리넷교습소,서울특별시 강남구 선릉로 225,예능(대),3,37.4953404,127.0526522
압구정한길국어교습소,서울특별시 강남구 압구정로34길 11,입시.검정 및 보습,12,37.5273895,127.030957
대찬바론학원,서울특별시 강남구 삼성로57길 28,입시.검정 및 보습,12875,37.4976861,127.0587286
비상에듀써밋학원,서울특별시 강남구 선릉로 412,입시.검정 및 보습,280,37.5017178,127.0505772
그레이드원학원,서울특별시 강남구 도곡로 515,입시.검정 및 보습,100,37.4998352,127.0626495
서울미술스튜디오학원,서울특별시 강남구 도곡로 184,예능(대),15,37.4916885,127.0397809
미래탐구단우학원,서울특별시 강남구 도곡로 430,입시.검정 및 보습,4760,37.4975062,127.0575512
별빛아트미술교습소,서울특별시 강남구 광평로19길 15,예능(대),30,37.4848508,127.085277
이노블스대치영어학원,서울특별시 강남구 남부순환로 2936,입시.검정 및 보습,1606,37.4933573,127.0619092
마크영어학원,서울특별시 강남구 도곡로 510,입시.검정 및 보습,170,37.4989119,127.0619546
페이퍼오션영어교습소,서울특별시 강남구 논현로175길 25,입시.검정 및 보습,15,37.5254304,127.0266876
띵크앤리드대치영어학원,서울특별시 강남구 선릉로 317,입시.검정 및 보습,9890,37.4978551,127.051805
압구정휴브레인학원,서울특별시 강남구 논현로161길 13,입시.검정 및 보습,80,37.523335,127.0270202
서울바움수학교습소,서울특별시 강남구 논현로 213,입시.검정 및 보습,70,37.49045,127.0399974
정인수학교습소,서울특별시 강남구 논현로79길 63,입시.검정 및 보습,45,37.4960039,127.0339666
아티즌청담미술교습소,서울특별시 강남구 학동로63길 8,예능(대),8,37.5185516,127.0450114
청담논술교습소,서울특별시 강남구 학동로63길 8,입시.검정 및 보습,3,37.5185516,127.0450114
신진희영어교습소,서울특별시 강남구 남부순환로 2917,입시.검정 및 보습,12,37.4931481,127.0590766
하다수학학원,서울특별시 강남구 삼성로 327,입시.검정 및 보습,495,37.5008825,127.0594779
민(MIN)영어교습소,서울특별시 강남구 남부순환로 2917,입시.검정 및 보습,2,37.4931481,127.0590766
대치중심학원,서울특별시 강남구 삼성로 227,입시.검정 및 보습,400,37.4974041,127.0612407
대치씨에스제이(CSJ)영어학원,서울특별시 강남구 삼성로 323,입시.검정 및 보습,485,37.5006127,127.0596197
이미주수학학원,서울특별시 강남구 선릉로 317,입시.검정 및 보습,170,37.4978551,127.051805
대치독한수능리더학원,서울특별시 강남구 도곡로70길 5,입시.검정 및 보습,950,37.4970053,127.0566182
스터디브릭스내신관학원,서울특별시 강남구 삼성로 317,입시.검정 및 보습,450,37.5002043,127.0598326
콴다일로학원,서울특별시 강남구 도곡로 447,종합(대),558,37.4987688,127.0593926
CIM피아노학원,서울특별시 강남구 강남대로120길 61,예능(대),60,37.5077282,127.028356
박태연한국사교습소,서울특별시 강남구 삼성로57길 33,입시.검정 및 보습,24,37.4973341,127.0583675
제우스(G.eus)학원,서울특별시 강남구 도산대로27길 16,예능(대),100,37.5208524,127.0275794
황수비수학학원,서울특별시 강남구 삼성로71길 25,입시.검정 및 보습,177,37.5016615,127.0569384
보람국어교습소,서울특별시 강남구 선릉로 320,입시.검정 및 보습,9,37.4982828,127.0522138
에스앤드에스프랩학원,서울특별시 강남구 압구정로30길 63,입시.검정 및 보습,39,37.5232284,127.0291414
정피아노스튜디오피아노교습소,서울특별시 강남구 역삼로 310,예능(대),6,37.499217,127.0484398
리타스융합미술학원,서울특별시 강남구 논현로168길 18,예능(대),30,37.5238067,127.0296884
그나드에이스미술학원,서울특별시 강남구 선릉로86길 6-6,예능(대),112,37.5027487,127.0504205
예빛음악학원,서울특별시 강남구 남부순환로365길 26,예능(대),328,37.487018,127.0396107
파인영어학원,서울특별시 강남구 헌릉로 569,입시.검정 및 보습,26,37.4657816,127.1011914
아코르데음악학원,서울특별시 강남구 압구정로29길 72-1,예능(대),332,37.5322852,127.0283977
독서하브루타논술교습소,서울특별시 강남구 선릉로 340,입시.검정 및 보습,45,37.50018130000001,127.0515487
쥬트도산공원아뜰리에학원,서울특별시 강남구 언주로152길 15-6,예능(대),132,37.5231998,127.0348958
대치의새벽학원,서울특별시 강남구 선릉로64길 17,입시.검정 및 보습,47,37.4982437,127.0536538
대치세이노대치역점학원,서울특별시 강남구 삼성로 151,입시.검정 및 보습,147,37.4921261,127.0625653
서울학원,서울특별시 강남구 논현로10길 26,입시.검정 및 보습,90,37.4747843,127.0506741
해성스터디뱅크독서실,서울특별시 강남구 헌릉로570길 30,독서실,284,37.463158,127.1029355
산논술학원,서울특별시 강남구 도곡로 405,입시.검정 및 보습,1890,37.4974385,127.0546376
진성수학학원,서울특별시 강남구 삼성로71길 16,입시.검정 및 보습,140,37.5021692,127.0575619
지니어스올이즈에듀학원,서울특별시 강남구 논현로175길 93,입시.검정 및 보습,80,37.5229371,127.0216418
초이스(CHOICE)영어교습소,서울특별시 강남구 압구정로 224,입시.검정 및 보습,10,37.5285363,127.0321595
잇올스파르타대치재수학원,서울특별시 강남구 역삼로 428,입시.검정 및 보습,432,37.5012827,127.0539228
블룸스버리어학원,서울특별시 강남구 선릉로 754,종합(대),368,37.5221169,127.039806
모노스학원,서울특별시 강남구 삼성로 331,입시.검정 및 보습,1960,37.5011637,127.0593306
와이즈스터디일원센터독서실,서울특별시 강남구 일원로 95,독서실,972,37.4857439,127.0835108
공간미술교습소,서울특별시 강남구 학동로 513,예능(대),36,37.51991659999999,127.0538683
수경국어교습소,서울특별시 강남구 선릉로 328,입시.검정 및 보습,10,37.4990597,127.0519305
생각하는황소압구정학원,서울특별시 강남구 압구정로32길 24,입시.검정 및 보습,36,37.5261938,127.0297975
논술보다학원,서울특별시 강남구 선릉로72길 10-16,입시.검정 및 보습,31,37.4992882,127.0524095
수학이좋은아이수학교습소,서울특별시 강남구 선릉로72길 12,입시.검정 및 보습,27,37.5001703,127.0522837
이룸미술학원,서울특별시 강남구 선릉로86길 15,예능(대),190,37.503546,127.0508294
코스믹아고라일원점부설학원,서울특별시 강남구 개포로 636,입시.검정 및 보습,306,37.4942805,127.0822134
대찬S학원,서울특별시 강남구 도곡로70길 5,입시.검정 및 보습,12445,37.4970053,127.0566182
씨엠에스(CMS)대치영재3관학원,서울특별시 강남구 삼성로 345,입시.검정 및 보습,515,37.5023034,127.0586846
이유학원,서울특별시 강남구 삼성로 341,입시.검정 및 보습,104,37.5019016,127.0589304
정쌤영어교습소,서울특별시 강남구 도곡로73길 13,입시.검정 및 보습,8,37.498738,127.0569719
씨엠에스(CMS)대치영재1관학원,서울특별시 강남구 삼성로 345,입시.검정 및 보습,515,37.5023034,127.0586846
브레인밸리학원,서울특별시 강남구 삼성로 350-7,입시.검정 및 보습,70,37.5029298,127.0595918
강남씨앤씨미술학원,서울특별시 강남구 선릉로 311,예능(대),435,37.4973288,127.0520728
봄날수학교습소,서울특별시 강남구 압구정로29길 68,입시.검정 및 보습,12,37.5319756,127.0285632
대치피엘은마관학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,70,37.4974176,127.0653272
남교수영어교습소,서울특별시 강남구 삼성로51길 10-20,입시.검정 및 보습,12,37.4975765,127.0607451
대치720입시학원,서울특별시 강남구 선릉로62길 15,입시.검정 및 보습,0,37.4976682,127.0537673
강남그린섬본원학원,서울특별시 강남구 선릉로 340,예능(대),320,37.50018130000001,127.0515487
차오름학원,서울특별시 강남구 선릉로64길 11-2,입시.검정 및 보습,84,37.4980851,127.0532687
네이쳐사이언스실험탐구학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,18,37.4974176,127.0653272
시스템클리닉영어교습소,서울특별시 강남구 삼성로57길 33,입시.검정 및 보습,3,37.4973341,127.0583675
야호창작소미술학원,서울특별시 강남구 선릉로132길 39,예능(대),46,37.5186631,127.0443742
리드홀릭학원,서울특별시 강남구 역삼로 464-2,입시.검정 및 보습,24,37.50253319999999,127.0580578
멘토플러스영어교습소,서울특별시 강남구 도산대로92길 6,입시.검정 및 보습,15,37.5240654,127.0502594
시대인재대덕관5학원,서울특별시 강남구 삼성로57길 36,입시.검정 및 보습,10530,37.4975513,127.058383
수학의자신감수학학원,서울특별시 강남구 선릉로64길 14,입시.검정 및 보습,16,37.497798,127.0534412
수학쎈과학학원,서울특별시 강남구 영동대로112길 5,입시.검정 및 보습,66,37.5151738,127.0606537
다봄국어교습소,서울특별시 강남구 도곡로 408,입시.검정 및 보습,48,37.4966877,127.0552639
애드쿨학원,서울특별시 강남구 삼성로58길 29,입시.검정 및 보습,485,37.4992421,127.0635885
미공플랜학원,서울특별시 강남구 삼성로119길 25,입시.검정 및 보습,20,37.5155433,127.0494131
헤일리잉글리쉬영어교습소,서울특별시 강남구 선릉로 225,입시.검정 및 보습,14,37.4953404,127.0526522
예친에듀학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,108,37.4974176,127.0653272
터치스톤프렙(TOUCHSTONE PREP)학원,서울특별시 강남구 압구정로18길 19,입시.검정 및 보습,50,37.5238091,127.0249922
새움3관학원,서울특별시 강남구 도곡로 511,입시.검정 및 보습,180,37.4996664,127.0622284
세정입시관1층학원,서울특별시 강남구 삼성로61길 31,입시.검정 및 보습,550,37.4986416,127.0580674
이미영국어논술학원,서울특별시 강남구 선릉로 42,입시.검정 및 보습,87,37.4833383,127.0601198
압구정아인슈타인학원,서울특별시 강남구 압구정로 116,입시.검정 및 보습,48,37.5233347,127.0214168
강남하이퍼2학원,서울특별시 강남구 강남대로92길 33,종합(대),30030,37.4995009,127.0301196
씨엠에스(CMS)대치중등2관학원,서울특별시 강남구 삼성로 345,입시.검정 및 보습,235,37.5023034,127.0586846
강남아첼바이올린음악교습소,서울특별시 강남구 선릉로 227,예능(대),27,37.4958321,127.0527291
프로퍼수학학원,서울특별시 강남구 삼성로 155,입시.검정 및 보습,218,37.4938284,127.062941
에스원사회탐구학원,서울특별시 강남구 도곡로 423,입시.검정 및 보습,80,37.497826,127.0567677
맹모지교학원,서울특별시 강남구 삼성로 350-7,입시.검정 및 보습,480,37.5029298,127.0595918
해든국어교습소,서울특별시 강남구 역삼로64길 26,입시.검정 및 보습,6,37.4994478,127.0533138
원(元)수학3관학원,서울특별시 강남구 도곡로 448,입시.검정 및 보습,225,37.4980552,127.0595812
대치파인만컨설팅학원,서울특별시 강남구 삼성로 150,입시.검정 및 보습,29,37.4933928,127.0673501
에이투지2관학원,서울특별시 강남구 개포로 512,입시.검정 및 보습,90,37.4892714,127.0688177
시리우스영재학원,서울특별시 강남구 삼성로 352,종합(대),340,37.5030229,127.05911
탁월한수학학원,서울특별시 강남구 도곡로 515,입시.검정 및 보습,171,37.4998352,127.0626495
아트러브유(Art Love You)미술학원,서울특별시 강남구 학동로56길 33,예능(대),56,37.5150829,127.0431301
힘멜에듀센터미술학원,서울특별시 강남구 논현로145길 40,예능(대),60,37.5167779,127.0256361
별하늘국어교습소,서울특별시 강남구 도곡로78길 7,입시.검정 및 보습,3,37.4976259,127.0593292
서원학원,서울특별시 강남구 선릉로62길 27-3,입시.검정 및 보습,560,37.4979911,127.0546888
쇼팽음악교습소,서울특별시 강남구 광평로10길 6,예능(대),47,37.4818897,127.0775108
다독원독서실,서울특별시 강남구 도곡로99길 16,독서실,822,37.5018594,127.0660032
아이엘이학원,서울특별시 강남구 삼성로 238,입시.검정 및 보습,248,37.4986375,127.0614624
아트에듀전원주니어미술학원,서울특별시 강남구 남부순환로 2927,예능(대),200,37.49391,127.060213
대치청연학원,서울특별시 강남구 삼성로64길 35,입시.검정 및 보습,196,37.5007014,127.0631946
우리영어교습소,서울특별시 강남구 논현로10길 30,입시.검정 및 보습,14,37.4749679,127.0509586
에어포유진학지도교습소,서울특별시 강남구 강남대로152길 55,입시.검정 및 보습,28,37.5187051,127.0236319
강남하이퍼독서실,서울특별시 강남구 강남대로92길 33,독서실,1554,37.4995009,127.0301196
캠프제이(CAMP-J)학원,서울특별시 강남구 밤고개로14길 19-5,입시.검정 및 보습,180,37.4810456,127.1035717
콴다일로2관학원,서울특별시 강남구 삼성로 301,입시.검정 및 보습,5200,37.499102,127.0604069
아이씨엠(ICM)영재논술교습소,서울특별시 강남구 도곡로83길 8,입시.검정 및 보습,105,37.5001452,127.0623722
중심수학교습소,서울특별시 강남구 선릉로68길 17,입시.검정 및 보습,90,37.4993664,127.0530655
414자기주도학습(SDL)원격학원,서울특별시 강남구 개포로110길 15,입시.검정 및 보습,125,37.4922926,127.0783273
시울파인아트(SIWOOLFINEARTS)미술교습소,서울특별시 강남구 도산대로89길 19-4,예능(대),10,37.5259492,127.0509633
랩미술학원,서울특별시 강남구 역삼로 414,예능(대),1310,37.500885,127.0524706
송앤박수학보습학원,서울특별시 강남구 남부순환로 2726,입시.검정 및 보습,50,37.4856027,127.044151
엘바이올린(EL VIOLIN)음악교습소,서울특별시 강남구 역삼로 315,예능(대),9,37.5005462,127.0503306
피카소가반한아이미술학원,서울특별시 강남구 도곡로57길 8,예능(대),16,37.4964156,127.0511074
그림나무창의미술학원,서울특별시 강남구 자곡로 106,예능(대),100,37.4719211,127.0950026
김소강학원,서울특별시 강남구 압구정로 224,입시.검정 및 보습,176,37.5285363,127.0321595
임지영발레학원,서울특별시 강남구 선릉로 28,예능(대),40,37.4823209,127.0613457
킨더아트(Kinderart)미술교습소,서울특별시 강남구 압구정로14길 24,예능(대),4,37.5227255,127.023186
대치참과학교습소,서울특별시 강남구 선릉로64길 15-12,입시.검정 및 보습,9,37.4988372,127.0533605
압구정통합사회교습소,서울특별시 강남구 압구정로 113-22,입시.검정 및 보습,4,37.5247099,127.0196554
준토에듀수학학원,서울특별시 강남구 선릉로64길 15,입시.검정 및 보습,450,37.4981389,127.0534401
허브엠디진학상담지도교습소,서울특별시 강남구 역삼로81길 5,입시.검정 및 보습,3,37.5036562,127.0590709
김정훈수리논술교습소,서울특별시 강남구 삼성로 348,입시.검정 및 보습,5,37.5026803,127.0591664
"압구정,화실미술학원",서울특별시 강남구 논현로171길 12,예능(대),575,37.5257246,127.027414
더웨이영어교습소,서울특별시 강남구 선릉로62길 32-1,입시.검정 및 보습,27,37.4977464,127.0552964
마가학원,서울특별시 강남구 선릉로115길 45,입시.검정 및 보습,191,37.511249,127.0394028
웅진씽크빅학습센터자곡학원,서울특별시 강남구 밤고개로 231,입시.검정 및 보습,450,37.4738184,127.107303
이미주수학전문학원,서울특별시 강남구 선릉로69길 7,입시.검정 및 보습,165,37.4984477,127.051206
모던스테이지현대무용학원,서울특별시 강남구 역삼로 550,예능(대),300,37.5043605,127.0632448
엠에스프렙학원,서울특별시 강남구 압구정로 306,입시.검정 및 보습,54,37.5288399,127.0346539
꿈꾸는도토리미술교습소,서울특별시 강남구 선릉로68길 27,예능(대),7,37.4996155,127.0539702
권도형수학전문학원,서울특별시 강남구 선릉로64길 11-5,입시.검정 및 보습,60,37.4983086,127.0528655
대치상어수학학원,서울특별시 강남구 삼성로 155,입시.검정 및 보습,140,37.4938284,127.062941
엘이씨어학원,서울특별시 강남구 논현로 213,종합(대),48,37.49045,127.0399974
미래탐구중등특목센터학원,서울특별시 강남구 삼성로 325,입시.검정 및 보습,455,37.50074670000001,127.059549
초월수학학원,서울특별시 강남구 삼성로 340,입시.검정 및 보습,240,37.5019708,127.0595756
꿈짱에듀학원,서울특별시 강남구 선릉로 708,입시.검정 및 보습,63,37.5182014,127.0411432
민수학교습소,서울특별시 강남구 개포로 237,입시.검정 및 보습,96,37.4791091,127.0485899
자곡영어교습소,서울특별시 강남구 자곡로 106,입시.검정 및 보습,35,37.4719211,127.0950026
아트원미술학원,서울특별시 강남구 남부순환로 2917,예능(대),48,37.4931481,127.0590766
하이텐수학교습소,서울특별시 강남구 남부순환로 2921,입시.검정 및 보습,22,37.4936059,127.0597001
이란희수학학원,서울특별시 강남구 삼성로 340,입시.검정 및 보습,300,37.5019708,127.0595756
한솔플러스수학학원,서울특별시 강남구 헌릉로570길 34,입시.검정 및 보습,36,37.4631419,127.1034644
리미트제로독학재수&수학학원,서울특별시 강남구 도곡로 449,입시.검정 및 보습,231,37.4988236,127.059564
샵바이올린교습소,서울특별시 강남구 남부순환로363길 12-29,예능(대),40,37.4864363,127.0386321
리틀쇼팽음악학원,서울특별시 강남구 선릉로4길 7,예능(대),170,37.4825355,127.0618815
브레인밸리2관학원,서울특별시 강남구 삼성로72길 3,입시.검정 및 보습,185,37.502669,127.0593989
스텔라극상위영어학원,서울특별시 강남구 삼성로71길 34,입시.검정 및 보습,40,37.5016541,127.0561169
김준희수학클리닉수학교습소,서울특별시 강남구 남부순환로 2927,입시.검정 및 보습,8,37.49391,127.060213
손나래영어학원,서울특별시 강남구 삼성로115길 47,입시.검정 및 보습,30,37.5138016,127.0484275
호수학교습소,서울특별시 강남구 삼성로71길 5,입시.검정 및 보습,42,37.5022231,127.0584762
그랜드플루트교습소,서울특별시 강남구 논현로51길 25,예능(대),6,37.4888167,127.039369
웅진씽크빅학습센터개포학원,서울특별시 강남구 선릉로 30,입시.검정 및 보습,420,37.4826789,127.0611803
박서형과학교습소,서울특별시 강남구 삼성로67길 3,입시.검정 및 보습,6,37.5011014,127.0591126
소이연논구술학원,서울특별시 강남구 도곡로 522,입시.검정 및 보습,115,37.4994597,127.063584
생각쌓기사고력수학교습소,서울특별시 강남구 남부순환로365길 58,입시.검정 및 보습,16,37.4892136,127.0401837
미술놀이터미술교습소,서울특별시 강남구 헌릉로569길 21-30,예능(대),6,37.4663439,127.1005909
키멤버스(KeyMembers)학원,서울특별시 강남구 언주로 337,종합(대),150,37.4977905,127.044094
피매쓰(P.math)수학교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,72,37.4974176,127.0653272
청담리드인독서중심국어학원,서울특별시 강남구 선릉로132길 41,입시.검정 및 보습,376,37.5186619,127.0445609
양영미영어교습소,서울특별시 강남구 남부순환로 2921,입시.검정 및 보습,6,37.4936059,127.0597001
위너수학교습소,서울특별시 강남구 개포로 508,입시.검정 및 보습,63,37.4892091,127.0679609
에모리영어학원,서울특별시 강남구 논현로164길 25,입시.검정 및 보습,24,37.5232932,127.0303073
네모수학교습소,서울특별시 강남구 역삼로52길 14,입시.검정 및 보습,18,37.4985291,127.0479489
분더프렙진학지도교습소,서울특별시 강남구 압구정로36길 34,입시.검정 및 보습,1,37.5262264,127.0313481
행복한3월학원,서울특별시 강남구 역삼로78길 6,입시.검정 및 보습,44,37.5019944,127.0567703
도곡프렌즈미술교습소,서울특별시 강남구 역삼로64길 25,예능(대),12,37.4994977,127.0535786
두뇌로영재수학학원,서울특별시 강남구 개포로 512,입시.검정 및 보습,50,37.4892714,127.0688177
일원푸르넷수학교습소,서울특별시 강남구 일원로5길 17,입시.검정 및 보습,4,37.4913152,127.0821671
은탑수학교습소,서울특별시 강남구 삼성로51길 6,입시.검정 및 보습,32,37.49691240000001,127.0612036
넥스트제너레이션(Next Generation)과학교습소,서울특별시 강남구 논현로175길 38,입시.검정 및 보습,4,37.5251982,127.0255414
아르케영어교습소,서울특별시 강남구 남부순환로 2921,입시.검정 및 보습,9,37.4936059,127.0597001
은피아노스튜디오피아노교습소,서울특별시 강남구 남부순환로359길 20,예능(대),15,37.4861787,127.0364702
대치위더스프리미엄학원,서울특별시 강남구 도곡로77길 14,입시.검정 및 보습,460,37.4992943,127.0585913
영은학원,서울특별시 강남구 언주로165길 13,입시.검정 및 보습,504,37.5257476,127.0321173
그린섬인텔리전스미술학원,서울특별시 강남구 선릉로 340,예능(대),320,37.50018130000001,127.0515487
메가스터디아이티(IT)아카데미학원,서울특별시 강남구 강남대로94길 13,종합(대),4980,37.4995842,127.0284298
김영편입독학센터독서실,서울특별시 강남구 강남대로78길 8,독서실,732,37.4947875,127.0300669
멘토스플러스진학상담지도교습소,서울특별시 강남구 삼성로67길 3,입시.검정 및 보습,6,37.5011014,127.0591126
현수학교습소,서울특별시 강남구 선릉로66길 6-2,입시.검정 및 보습,16,37.4983488,127.052618
엑스(X)포스학원,서울특별시 강남구 삼성로67길 21,입시.검정 및 보습,344,37.5006334,127.0577608
자유수학교습소,서울특별시 강남구 일원로5길 15,입시.검정 및 보습,49,37.4912561,127.082042
전일학원,서울특별시 강남구 역삼로 456,종합(대),797,37.5024272,127.0572068
에쓰엠씨수학세곡관학원,서울특별시 강남구 헌릉로 569,입시.검정 및 보습,30,37.4657816,127.1011914
디파인수학전문학원,서울특별시 강남구 남부순환로 2909,입시.검정 및 보습,120,37.4922077,127.0573813
스카이멘토링학원,서울특별시 강남구 역삼로 444,입시.검정 및 보습,27,37.50189400000001,127.055663
뉴아트유학미술교습소,서울특별시 강남구 압구정로 224,예능(대),6,37.5285363,127.0321595
권미나국어학원,서울특별시 강남구 선릉로64길 15-6,입시.검정 및 보습,70,37.49844950000001,127.0535558
잇올스파르타대치독서실,서울특별시 강남구 역삼로 428,독서실,251,37.5012827,127.0539228
캠브리지영어보습학원,서울특별시 강남구 선릉로62길 13,입시.검정 및 보습,91,37.4975063,127.0535739
블루에듀수학교습소,서울특별시 강남구 테헤란로28길 48,입시.검정 및 보습,5,37.4980207,127.0397413
브레인밸리고등관학원,서울특별시 강남구 삼성로 350-5,입시.검정 및 보습,80,37.5029035,127.0594249
수학공격수학교습소,서울특별시 강남구 삼성로71길 13,입시.검정 및 보습,12,37.5020106,127.0579217
대치예뜨락미술학원,서울특별시 강남구 남부순환로 2917,예능(대),600,37.4931481,127.0590766
디아이파트너즈학원,서울특별시 강남구 역삼로 423,입시.검정 및 보습,223,37.50156339999999,127.0532216
시대인재브릿지관학원,서울특별시 강남구 도곡로 503,입시.검정 및 보습,639,37.4993869,127.061403
논술플로우논술교습소,서울특별시 강남구 삼성로67길 47,입시.검정 및 보습,8,37.5000401,127.05582
예찬수학학원,서울특별시 강남구 삼성로57길 5,입시.검정 및 보습,386,37.4980215,127.0606264
파워플러스영어교습소,서울특별시 강남구 역삼로 521,입시.검정 및 보습,12,37.5037986,127.0602481
학연수학교습소,서울특별시 강남구 학동로101길 26,입시.검정 및 보습,6,37.5223046,127.0577361
멋쟁이사자처럼주니어대치본원1관학원,서울특별시 강남구 도곡로63길 26,입시.검정 및 보습,192,37.4987188,127.053969
시대인재2관2학원,서울특별시 강남구 도곡로 510,입시.검정 및 보습,440,37.4989119,127.0619546
구름아이들미술교습소,서울특별시 강남구 삼성로67길 33,예능(대),9,37.5003551,127.0569104
뉴욕아트앤스튜디오미술교습소,서울특별시 강남구 선릉로63길 13,예능(대),32,37.4970269,127.051139
파인만입시컨설팅학원,서울특별시 강남구 언주로167길 38,입시.검정 및 보습,136,37.52662249999999,127.0301064
소금수학교습소,서울특별시 강남구 역삼로 510,입시.검정 및 보습,18,37.5032144,127.0596638
샤인수학학원,서울특별시 강남구 도곡로 445,입시.검정 및 보습,70,37.4986522,127.059031
리치프렙학원,서울특별시 강남구 언주로167길 35,입시.검정 및 보습,30,37.5263754,127.0302672
대성한문교습소,서울특별시 강남구 개포로109길 9,입시.검정 및 보습,18,37.4941844,127.0752156
이제이(EJ)플랜영어교습소,서울특별시 강남구 삼성로 233,입시.검정 및 보습,7,37.4977699,127.0606416
디자인가우디미술학원,서울특별시 강남구 남부순환로 2728,예능(대),145,37.485642,127.0443389
로고스제4관학원,서울특별시 강남구 삼성로58길 39,입시.검정 및 보습,195,37.4994486,127.0642747
역전타에듀학원,서울특별시 강남구 선릉로64길 15-6,입시.검정 및 보습,110,37.49844950000001,127.0535558
청담제네시스학원,서울특별시 강남구 삼성로147길 24,입시.검정 및 보습,40,37.5214693,127.0469488
세정스카이2관학원,서울특별시 강남구 도곡로 435,입시.검정 및 보습,3240,37.4985188,127.0577494
김범준수학교습소,서울특별시 강남구 역삼로74길 25,입시.검정 및 보습,24,37.5001796,127.0551957
그리날다학원,서울특별시 강남구 선릉로76길 5-13,입시.검정 및 보습,325,37.5022652,127.0505368
바짝독서실,서울특별시 강남구 선릉로125길 31,독서실,63,37.514275,127.039529
아뜰리에늘미술교습소,서울특별시 강남구 자곡로 108,예능(대),45,37.4719652,127.0953764
대치소피의세계국어논술학원,서울특별시 강남구 역삼로64길 22,입시.검정 및 보습,131,37.4995919,127.0532085
GLMA글로벌인생만남논술교습소,서울특별시 강남구 일원로5길 71,입시.검정 및 보습,25,37.4927107,127.0856688
윤선생아이지에스이(IGSE)청담본원학원,서울특별시 강남구 선릉로130길 20,입시.검정 및 보습,120,37.5161513,127.0434365
고앤정학원,서울특별시 강남구 도곡로 524,입시.검정 및 보습,390,37.4995124,127.0637515
제로수학교습소,서울특별시 강남구 도산대로37길 38,입시.검정 및 보습,9,37.5234853,127.0314881
박현고급영어교습소,서울특별시 강남구 도곡로 515,입시.검정 및 보습,16,37.4998352,127.0626495
윤지원클리닉(CLINIC)영어교습소,서울특별시 강남구 압구정로 113-22,입시.검정 및 보습,12,37.5247099,127.0196554
깨봉캠퍼스압구정학원,서울특별시 강남구 압구정로30길 17,입시.검정 및 보습,182,37.5263249,127.0295435
오름학원,서울특별시 강남구 삼성로75길 7,입시.검정 및 보습,75,37.5034549,127.0576865
대치동캐슬수학센터학원,서울특별시 강남구 역삼로 453,입시.검정 및 보습,234,37.5026853,127.056752
아르고스터디센터프리미엄관리형독서실,서울특별시 강남구 역삼로 432,독서실,155,37.50143870000001,127.0543304
제이플러스(JPLUS)수학교습소,서울특별시 강남구 선릉로62길 32-1,입시.검정 및 보습,24,37.4977464,127.0552964
새움국어관학원,서울특별시 강남구 도곡로73길 5,입시.검정 및 보습,800,37.4982237,127.0574317
에듀캐슬학원,서울특별시 강남구 남부순환로 2927,입시.검정 및 보습,142,37.49391,127.060213
가온스피치앤퍼스널브랜딩학원,서울특별시 강남구 압구정로46길 5-12,입시.검정 및 보습,59,37.5279375,127.0377148
피아노랜드음악교습소,서울특별시 강남구 압구정로 309,예능(대),24,37.53121429999999,127.0354395
J바이올린음악교습소,서울특별시 강남구 압구정로 309,예능(대),7,37.53121429999999,127.0354395
바이올린랜드음악교습소,서울특별시 강남구 압구정로 309,예능(대),10,37.53121429999999,127.0354395
책읽기와글쓰기리딩엠역삼학원,서울특별시 강남구 역삼로52길 14,입시.검정 및 보습,40,37.4985291,127.0479489
해빛리더스학원,서울특별시 강남구 도곡로83길 8,입시.검정 및 보습,225,37.5001452,127.0623722
대치비상에듀학원,서울특별시 강남구 선릉로62길 5,입시.검정 및 보습,50,37.497328,127.0530862
스터디피티2관학원,서울특별시 강남구 선릉로68길 17,입시.검정 및 보습,1100,37.4993664,127.0530655
위즈원수학교습소,서울특별시 강남구 삼성로63길 8,입시.검정 및 보습,18,37.5000803,127.0594826
